category,source_dir,item_id,file_id,name,reqJob,reqLevel,cash,quest,in_string_eqp,in_handbook,in_current_equip_pool,reqJob_supported,reasons,path
Hair,Hair,30030,00030030,黑色短光头,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030030.img.xml
Hair,Hair,30031,00030031,红色短光头,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030031.img.xml
Hair,Hair,30032,00030032,橙色短光头,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030032.img.xml
Hair,Hair,30033,00030033,黄色短光头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030033.img.xml
Hair,Hair,30034,00030034,绿色短光头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030034.img.xml
Hair,Hair,30035,00030035,蓝色短光头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030035.img.xml
Hair,Hair,30036,00030036,紫色短光头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030036.img.xml
Hair,Hair,30037,00030037,褐色短光头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030037.img.xml
Hair,Hair,30040,00030040,黑色长中分,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030040.img.xml
Hair,Hair,30041,00030041,红色长中分,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030041.img.xml
Hair,Hair,30042,00030042,橙色长中分,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030042.img.xml
Hair,Hair,30043,00030043,黄色长中分,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030043.img.xml
Hair,Hair,30044,00030044,绿色长中分,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030044.img.xml
Hair,Hair,30045,00030045,蓝色长中分,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030045.img.xml
Hair,Hair,30046,00030046,紫色长中分,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030046.img.xml
Hair,Hair,30047,00030047,褐色长中分,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030047.img.xml
Hair,Hair,30050,00030050,黑色休闲发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030050.img.xml
Hair,Hair,30051,00030051,红色休闲发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030051.img.xml
Hair,Hair,30052,00030052,橙色休闲发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030052.img.xml
Hair,Hair,30053,00030053,黄色休闲发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030053.img.xml
Hair,Hair,30054,00030054,绿色休闲发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030054.img.xml
Hair,Hair,30055,00030055,蓝色休闲发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030055.img.xml
Hair,Hair,30056,00030056,紫色休闲发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030056.img.xml
Hair,Hair,30057,00030057,褐色休闲发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030057.img.xml
Hair,Hair,30060,00030060,黑色长甩发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030060.img.xml
Hair,Hair,30061,00030061,橙色长甩发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030061.img.xml
Hair,Hair,30062,00030062,红色长甩发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030062.img.xml
Hair,Hair,30063,00030063,黄色长甩发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030063.img.xml
Hair,Hair,30064,00030064,绿色长甩发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030064.img.xml
Hair,Hair,30065,00030065,蓝色长甩发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030065.img.xml
Hair,Hair,30066,00030066,紫色长甩发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030066.img.xml
Hair,Hair,30067,00030067,褐色长甩发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030067.img.xml
Hair,Hair,30070,00030070,黄色黄鸟发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030070.img.xml
Hair,Hair,30071,00030071,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030071.img.xml
Hair,Hair,30072,00030072,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030072.img.xml
Hair,Hair,30073,00030073,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030073.img.xml
Hair,Hair,30074,00030074,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030074.img.xml
Hair,Hair,30075,00030075,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030075.img.xml
Hair,Hair,30076,00030076,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030076.img.xml
Hair,Hair,30077,00030077,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030077.img.xml
Hair,Hair,30080,00030080,黑色罕见发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030080.img.xml
Hair,Hair,30081,00030081,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030081.img.xml
Hair,Hair,30082,00030082,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030082.img.xml
Hair,Hair,30083,00030083,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030083.img.xml
Hair,Hair,30084,00030084,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030084.img.xml
Hair,Hair,30085,00030085,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030085.img.xml
Hair,Hair,30086,00030086,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030086.img.xml
Hair,Hair,30087,00030087,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030087.img.xml
Hair,Hair,30090,00030090,黄色喔喔鸡发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030090.img.xml
Hair,Hair,30091,00030091,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030091.img.xml
Hair,Hair,30092,00030092,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030092.img.xml
Hair,Hair,30093,00030093,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030093.img.xml
Hair,Hair,30094,00030094,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030094.img.xml
Hair,Hair,30095,00030095,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030095.img.xml
Hair,Hair,30096,00030096,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030096.img.xml
Hair,Hair,30097,00030097,,0,0,1,0,False,False,False,True,missing_string_eqp|missing_handbook|outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030097.img.xml
Hair,Hair,30100,00030100,蓝色菜菜发型,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030100.img.xml
Hair,Hair,30101,00030101,紫色菜菜发型,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030101.img.xml
Hair,Hair,30102,00030102,褐色菜菜发型,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030102.img.xml
Hair,Hair,30103,00030103,绿色菜菜发型,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030103.img.xml
Hair,Hair,30104,00030104,蓝色菜菜发型,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030104.img.xml
Hair,Hair,30105,00030105,蓝色菜菜发型,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030105.img.xml
Hair,Hair,30106,00030106,紫色菜菜发型,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030106.img.xml
Hair,Hair,30107,00030107,褐色菜菜发型,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030107.img.xml
Hair,Hair,30110,00030110,黑色朝天发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030110.img.xml
Hair,Hair,30111,00030111,红色朝天发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030111.img.xml
Hair,Hair,30112,00030112,橙色朝天发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030112.img.xml
Hair,Hair,30113,00030113,黄色朝天发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030113.img.xml
Hair,Hair,30114,00030114,绿色朝天发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030114.img.xml
Hair,Hair,30115,00030115,蓝色朝天发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030115.img.xml
Hair,Hair,30116,00030116,紫色朝天发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030116.img.xml
Hair,Hair,30117,00030117,褐色朝天发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030117.img.xml
Hair,Hair,30120,00030120,黑色靓仔发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030120.img.xml
Hair,Hair,30121,00030121,红色靓仔发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030121.img.xml
Hair,Hair,30122,00030122,橙色靓仔发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030122.img.xml
Hair,Hair,30123,00030123,黄色靓仔发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030123.img.xml
Hair,Hair,30124,00030124,绿色靓仔发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030124.img.xml
Hair,Hair,30125,00030125,蓝色靓仔发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030125.img.xml
Hair,Hair,30126,00030126,紫色靓仔发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030126.img.xml
Hair,Hair,30127,00030127,褐色靓仔发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030127.img.xml
Hair,Hair,30130,00030130,黑色半遮脸发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030130.img.xml
Hair,Hair,30131,00030131,红色半遮脸发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030131.img.xml
Hair,Hair,30132,00030132,橙色半遮脸发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030132.img.xml
Hair,Hair,30133,00030133,黄色半遮脸发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030133.img.xml
Hair,Hair,30134,00030134,绿色半遮脸发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030134.img.xml
Hair,Hair,30135,00030135,蓝色半遮脸发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030135.img.xml
Hair,Hair,30136,00030136,紫色半遮脸发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030136.img.xml
Hair,Hair,30137,00030137,褐色半遮脸发型,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030137.img.xml
Hair,Hair,30140,00030140,黑色武士头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030140.img.xml
Hair,Hair,30141,00030141,红色武士头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030141.img.xml
Hair,Hair,30142,00030142,橙色武士头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030142.img.xml
Hair,Hair,30143,00030143,黄色武士头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030143.img.xml
Hair,Hair,30144,00030144,绿色武士头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030144.img.xml
Hair,Hair,30145,00030145,蓝色武士头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030145.img.xml
Hair,Hair,30146,00030146,紫色武士头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030146.img.xml
Hair,Hair,30147,00030147,褐色武士头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030147.img.xml
Hair,Hair,30150,00030150,黑色侠客头,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030150.img.xml
Hair,Hair,30151,00030151,红色侠客头,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030151.img.xml
Hair,Hair,30152,00030152,橙色侠客头,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030152.img.xml
Hair,Hair,30153,00030153,黄色侠客头,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030153.img.xml
Hair,Hair,30154,00030154,绿色侠客头,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030154.img.xml
Hair,Hair,30155,00030155,蓝色侠客头,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030155.img.xml
Hair,Hair,30156,00030156,紫色侠客头,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030156.img.xml
Hair,Hair,30157,00030157,褐色侠客头,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030157.img.xml
Hair,Hair,30160,00030160,黑色板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030160.img.xml
Hair,Hair,30161,00030161,红色板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030161.img.xml
Hair,Hair,30162,00030162,橙色板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030162.img.xml
Hair,Hair,30163,00030163,黄色板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030163.img.xml
Hair,Hair,30164,00030164,绿色板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030164.img.xml
Hair,Hair,30165,00030165,蓝色板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030165.img.xml
Hair,Hair,30166,00030166,紫色板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030166.img.xml
Hair,Hair,30167,00030167,褐色板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030167.img.xml
Hair,Hair,30170,00030170,黑色中板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030170.img.xml
Hair,Hair,30171,00030171,红色中板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030171.img.xml
Hair,Hair,30172,00030172,橙色中板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030172.img.xml
Hair,Hair,30173,00030173,黄色中板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030173.img.xml
Hair,Hair,30174,00030174,绿色中板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030174.img.xml
Hair,Hair,30175,00030175,蓝色中板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030175.img.xml
Hair,Hair,30176,00030176,紫色中板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030176.img.xml
Hair,Hair,30177,00030177,褐色中板寸,0,0,0,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030177.img.xml
Hair,Hair,30180,00030180,黑色乱碎,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030180.img.xml
Hair,Hair,30181,00030181,红色乱碎,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030181.img.xml
Hair,Hair,30182,00030182,橙色乱碎,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030182.img.xml
Hair,Hair,30183,00030183,黄色乱碎,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030183.img.xml
Hair,Hair,30184,00030184,绿色乱碎,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030184.img.xml
Hair,Hair,30185,00030185,蓝色乱碎,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030185.img.xml
Hair,Hair,30186,00030186,紫色乱碎,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030186.img.xml
Hair,Hair,30187,00030187,褐色乱碎,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030187.img.xml
Hair,Hair,30190,00030190,黑色蘑菇头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030190.img.xml
Hair,Hair,30191,00030191,红色蘑菇头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030191.img.xml
Hair,Hair,30192,00030192,橙色蘑菇头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030192.img.xml
Hair,Hair,30193,00030193,黄色蘑菇头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030193.img.xml
Hair,Hair,30194,00030194,绿色蘑菇头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030194.img.xml
Hair,Hair,30195,00030195,蓝色蘑菇头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030195.img.xml
Hair,Hair,30196,00030196,紫色蘑菇头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030196.img.xml
Hair,Hair,30197,00030197,褐色蘑菇头,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030197.img.xml
Hair,Hair,30200,00030200,黑色碎发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030200.img.xml
Hair,Hair,30201,00030201,红色碎发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030201.img.xml
Hair,Hair,30202,00030202,橙色碎发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030202.img.xml
Hair,Hair,30203,00030203,黄色碎发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030203.img.xml
Hair,Hair,30204,00030204,绿色碎发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030204.img.xml
Hair,Hair,30205,00030205,蓝色碎发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030205.img.xml
Hair,Hair,30206,00030206,紫色碎发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030206.img.xml
Hair,Hair,30207,00030207,褐色碎发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030207.img.xml
Hair,Hair,30210,00030210,黑色露耳短发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030210.img.xml
Hair,Hair,30211,00030211,红色露耳短发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030211.img.xml
Hair,Hair,30212,00030212,橙色露耳短发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030212.img.xml
Hair,Hair,30213,00030213,黄色露耳短发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030213.img.xml
Hair,Hair,30214,00030214,绿色露耳短发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030214.img.xml
Hair,Hair,30215,00030215,蓝色露耳短发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030215.img.xml
Hair,Hair,30216,00030216,紫色露耳短发,0,0,1,0,True,True,False,True,outside_current_equip_pool,gms-server/wz/Character.wz/Hair/00030216.img.xml
