id	job	name	client_path	client_sha256	server_path	server_sha256
1003911	神之子	圣翼骑士帽子	clien/Data/Character/Cap/01003911.img	fc3cd695a3f92ca3d339ef5e3a19722dcf4a1b723a1ee29f494c1e05b7554271	gms-server/wz/Character.wz/Cap/01003911.img.xml	ca099a4c2f639b1904eb5042b078ebf6fcae4b7fe96701ec271498cc8a2d8546
1004550	阴阳师	阴阳师的帽子	clien/Data/Character/Cap/01004550.img	97d7275898b9b11b4777cf167f25f0acf922d77a62dd5c73377bd9f0acba29de	gms-server/wz/Character.wz/Cap/01004550.img.xml	d227fce59855afdddcd37fb92a11d34f0f7db6f2dbd86eebd8ebe621a3fb133c
1004551	阴阳师	阴阳师的帽子	clien/Data/Character/Cap/01004551.img	90b6dce804f1d641dab98c9c601f5fd94cc6fc36fe1d4d88a87a85f8b6eed139	gms-server/wz/Character.wz/Cap/01004551.img.xml	d4b05963599ddf37dda831857a09dfcfdbfcd5bacd9d2c15ce97a19e734de838
1050253	尖兵	光子连身衣	clien/Data/Character/Longcoat/01050253.img	9919fa0404330408d70a92942b56d1717a4f3eb1bf04e56ae28bd29518b9503c	gms-server/wz/Character.wz/Longcoat/01050253.img.xml	54294554d4802d13a02ebf76ebabd2816f4dfce4c632513576db98256228b699
1051309	尖兵	光子连身衣	clien/Data/Character/Longcoat/01051309.img	7d944266a16acdc50a8eb5a48564b1be258ac439c8dbb5b4900f35d2e2e672e9	gms-server/wz/Character.wz/Longcoat/01051309.img.xml	1bcdc987c5f0ad56b3f79e259756ff3de24ab351a9e67f8fd7cb5ec2895c7b63
1052464	剑豪	武将的铠甲	clien/Data/Character/Longcoat/01052464.img	524356698131ebde6423caf905969f110fd5bd638f2f067d55a415bdd9b53d9a	gms-server/wz/Character.wz/Longcoat/01052464.img.xml	9cfd26cd60e1fba8b997cb29250fc8ac47b6505856da189d1419e85a514e6afc
1052465	剑豪	猛将的铠甲	clien/Data/Character/Longcoat/01052465.img	2ea6a55f27a2dfa07ffec258986c30bec541b5c1c50c2269e206769376227813	gms-server/wz/Character.wz/Longcoat/01052465.img.xml	5e4d033c9127fb1038fe2ce6aea7610d27de3719f7ea9a73a4100340b05c7fb6
1052466	剑豪	剑豪的铠甲	clien/Data/Character/Longcoat/01052466.img	715cf4debfa0a789fbcb6ae2fca874543ce0ed94c77e96d8282d50ba1383bbb0	gms-server/wz/Character.wz/Longcoat/01052466.img.xml	d59ab5e48b7b6ab5788f3cde07fb8aeb703fd59d680015f9f7120d9bb1b98094
1052479	阴阳师	月白之巫女装束	clien/Data/Character/Longcoat/01052479.img	5deb29820fd04581df1ceb142d4f5e059409f14bb327bb89f0f40bce645fa1ec	gms-server/wz/Character.wz/Longcoat/01052479.img.xml	ae86ddcef50e829cb39a858d0d8934bae4aa38f700f0d5b9772074a665425e39
1052480	阴阳师	露草之巫女装束	clien/Data/Character/Longcoat/01052480.img	9436a1cdb95e85d54424258e2649bf64e3aae16d51502fea9119110f5b2caec3	gms-server/wz/Character.wz/Longcoat/01052480.img.xml	97c5961e889a41be22a6f8d68f65536550d07f5767acf99dd71ee277414747ab
1052481	阴阳师	臙朱之巫女装束	clien/Data/Character/Longcoat/01052481.img	08e7f83e5ce6ddc3ff2721670ec2e758e868f3c40fc18cce491cc9dc48ce59d8	gms-server/wz/Character.wz/Longcoat/01052481.img.xml	fbc0380bacd4abb5ff8bb05272850350023fe08814a8409da129164735e531d1
1052482	阴阳师	神鸣之巫女装束	clien/Data/Character/Longcoat/01052482.img	d5a8c871a8999422d6684d78a472dd43bb929f3efb6b6f8750c8e3593a829bd3	gms-server/wz/Character.wz/Longcoat/01052482.img.xml	a53ba5cda994f75a65bafc7ac50b995e39214e82bace12987188382ebc4591a5
1052606	神之子	暗影骑士衣服	clien/Data/Character/Longcoat/01052606.img	9c88badfcc4618522e616751020680bcb15c646484b4b687e300ae612aa07f3e	gms-server/wz/Character.wz/Longcoat/01052606.img.xml	a9aa8a377d7a0fbc8644a31e5f81bc9d062f72d53a993d8f89412ba042ffc35c
1052607	神之子	暗影骑士衣服	clien/Data/Character/Longcoat/01052607.img	ac069271a5acbb43a7656c1f0f7dab9a92caf2b77a53bbd6f25a94bd5ba0b3dc	gms-server/wz/Character.wz/Longcoat/01052607.img.xml	bb2b5c0d0ed75032aec0a7c8eb3f21b86642b6151b4bbaf69f0403895b62a2a8
1052608	神之子	金标骑士战斗服	clien/Data/Character/Longcoat/01052608.img	e072bbc224894fb1cb98466aedd77794098ea52c6207e9b47b5a116270021d56	gms-server/wz/Character.wz/Longcoat/01052608.img.xml	1e43005d3c4f8e0cee68109429607dca6064b83ef8a0c5e13e63c3a0faedf78c
1052609	神之子	金标骑士战斗服	clien/Data/Character/Longcoat/01052609.img	5e68ec91eb99871fd6281edfcee5864f6dd18d2398bbe132069173104f87c7bd	gms-server/wz/Character.wz/Longcoat/01052609.img.xml	5af4b8711bedca29f31966d770f9618dd4dbffa3c2f054faea661eae6061226e
1052632	神之子	圣翼骑士衣服	clien/Data/Character/Longcoat/01052632.img	2991c13aee318e986272b0114bbea508520a3bdf444160ffea55dc94b71ae946	gms-server/wz/Character.wz/Longcoat/01052632.img.xml	3208161d9c78dcf1c47d134fa33a874228775bdab8e83dab54ef5d40f049023d
1052633	神之子	圣翼骑士衣服	clien/Data/Character/Longcoat/01052633.img	dee13eee65b9112862969ec7d04e47a2e8d24da4fab07414f5d5f6e2a7f188e2	gms-server/wz/Character.wz/Longcoat/01052633.img.xml	4f9b35ccce779860c3f4924dd8b91eee0c3acc8a7ee8d2f2757002fb5f3be3ca
1072668	剑豪	武士的甲胄	clien/Data/Character/Shoes/01072668.img	23c068e48624e5395c822474f3d81a358371f7ecda426b7ff7d5b05f3dd698ba	gms-server/wz/Character.wz/Shoes/01072668.img.xml	d126d816eb273d461b946b84da43835b0b03cd8eae587e0067f193d7e76ad670
1072669	剑豪	武将的甲胄	clien/Data/Character/Shoes/01072669.img	dd5720302d55e9d7ccde182e2ef4c9ae7c1855d8c77d291ad7ea2de8a583a678	gms-server/wz/Character.wz/Shoes/01072669.img.xml	4b6c9a6a6545c6fcb635a3cc17ce5f8b58e10cf5edc2d58e27c2282c5eee80ce
1072670	剑豪	猛将的甲胄	clien/Data/Character/Shoes/01072670.img	dfc06b3f6f3fb85dd29f0099f45358767309787add987fbf7fd009b2fc113a2e	gms-server/wz/Character.wz/Shoes/01072670.img.xml	7655dc9d83187186161ae5528dd96bccdaab900032bfa02e836097996704abac
1072671	剑豪	剑豪的甲胄	clien/Data/Character/Shoes/01072671.img	f403da319ae175f039f9c4c9c0dedbb0fab28764891fe2afca7f1ffea344a60a	gms-server/wz/Character.wz/Shoes/01072671.img.xml	3cd18b336955f3dcb1375180300adc804b8b19b19bf591dd3c95045199d5931b
1072684	阴阳师	月白之足袋	clien/Data/Character/Shoes/01072684.img	dd4a75e41c2289d0566e5572b2d72057f6e7c98bca39a5fd8569c41c8fa6c931	gms-server/wz/Character.wz/Shoes/01072684.img.xml	33efe0a69518aab4900d2927f427063614f4c9c3da766884b942d734c110d346
1072685	阴阳师	露草之足袋	clien/Data/Character/Shoes/01072685.img	39739c6a981bc36f8eeb258dd3eee8fdc06000bfe9d72dda02b13ba52df7ab7a	gms-server/wz/Character.wz/Shoes/01072685.img.xml	71230bb4b1bd6d4c8888a99afac2a20958548676ae54757f9723dcc1f9177002
1072686	阴阳师	臙朱之足袋	clien/Data/Character/Shoes/01072686.img	85fce602c9c42645b1764dcd920133ce3f3933c04beff056dfd7569429cee412	gms-server/wz/Character.wz/Shoes/01072686.img.xml	388e4b10aa2ff04d9f7896322be5ca04bd9dbb6c57637a009bfb73b3b66e3cb2
1072687	阴阳师	神鸣之足袋	clien/Data/Character/Shoes/01072687.img	f3f0e20886576fd49b9e92d7efecc3ca35f7d09899df514605f733477082b531	gms-server/wz/Character.wz/Shoes/01072687.img.xml	ecfff931a0626ea423d1b0e449f64c13422a6c94b7d7a3e356a6347c10c78e5d
1072776	尖兵	光子靴	clien/Data/Character/Shoes/01072776.img	aab1eaa9c6409dd0680b020a81f61a1deefc69c55432361fc1eca9a0d25add39	gms-server/wz/Character.wz/Shoes/01072776.img.xml	13091cd845d0eeb84954922dc2990ab1a8c17d638027cae549564a818eae84dc
1072814	神之子	暗影骑士鞋子	clien/Data/Character/Shoes/01072814.img	d11e0247ed434905a14b386a8184f351bc0acc0f8c65d9143ba37f5794c7cf1f	gms-server/wz/Character.wz/Shoes/01072814.img.xml	78aed02ebffdd81985f744f12ecf9aaaaae362ac92be726e0a87be2a8c80eff9
1072815	神之子	金标骑士鞋子	clien/Data/Character/Shoes/01072815.img	56229b3235fd9d078b4013bbd03a02330c5cf561afe904eae5da592041e51667	gms-server/wz/Character.wz/Shoes/01072815.img.xml	e0356e300cf18ac8d3b106594ce2e46b7d3eb322ecd617db9d648461c35740d6
1072837	神之子	圣翼骑士鞋子	clien/Data/Character/Shoes/01072837.img	7568b1e591eed07ae5c4625d44ddc4f94f6178b4d3137bfbd53db93a9b1ac720	gms-server/wz/Character.wz/Shoes/01072837.img.xml	0bd52bcfbe92b1a90e61413d3961722a0d3cd44472a60fbd0cc4cb8f65874b37
1082434	剑豪	武士的铁手套	clien/Data/Character/Glove/01082434.img	3052867f2fac4fcc928b9f7c57bf86ea74c13c9909176a6cac37041408e3146c	gms-server/wz/Character.wz/Glove/01082434.img.xml	b73ca134350ed3b359a3446c0552c3d45640bf729c0744aa5ba863a40e687e93
1082435	剑豪	武将的铁手套	clien/Data/Character/Glove/01082435.img	24a1c1f8acc2796ac24490194da758e3390d3ba25539638e083344ae000af7b0	gms-server/wz/Character.wz/Glove/01082435.img.xml	eb0a6cbdf08b4142e1c163c20fe38992051c154e3b72edda95028d176f8e23fe
1082436	剑豪	猛将的铁手套	clien/Data/Character/Glove/01082436.img	66bb4bda214b4c19e94dcdd167c45fbdf58c76339167d112c0ceb5e81d7a7ff4	gms-server/wz/Character.wz/Glove/01082436.img.xml	a5ae3017b93650e43b30a60ab12917995b5ec75eb1d099f9a1fadad9358c3d0e
1082437	剑豪	剑豪的铁手套	clien/Data/Character/Glove/01082437.img	7caf0658e72eab946f2394697d592aa5e07ec3f7ba9726d9a17d129a0c3d2ebd	gms-server/wz/Character.wz/Glove/01082437.img.xml	b0617e52b3e68f300a0e1041740bba3dd50e5111b31b0a9fa602d58c3afd73f9
1082450	阴阳师	月白之手环	clien/Data/Character/Glove/01082450.img	223ffce7948e8851cbbe323d0031dd3d71386102d999bbf4c439d4e3fe572dad	gms-server/wz/Character.wz/Glove/01082450.img.xml	386a6891f804cda1124c737333496b961b36d0fd4b2a45293267f88bc3be2d43
1082451	阴阳师	露草之手环	clien/Data/Character/Glove/01082451.img	2f66a0d057a501a7199664ec190d83e2f29e0558168df3f2fec40d10c394a03f	gms-server/wz/Character.wz/Glove/01082451.img.xml	25775f3891cf5a36c04a81f66f50036b27500d023200ba620b8f692876a1d558
1082452	阴阳师	臙朱之手环	clien/Data/Character/Glove/01082452.img	edb202d6c48e610906d32484753a8a6586df0d7ac78309ab7f8b1f1fec3c76d3	gms-server/wz/Character.wz/Glove/01082452.img.xml	a1c9b5c28730a26f11c51d5f03af3f89b83622fde9fbaafee8d100869622b33d
1082453	阴阳师	神鸣之手环	clien/Data/Character/Glove/01082453.img	da5909e860b34171c6dbd0e3bbd41e3cdb3a72b9f0cbd62cd6ee07c05c0bc745	gms-server/wz/Character.wz/Glove/01082453.img.xml	50323fa129d4e18aab3188be82ce2b36fd0a86e399b4b250825fb0eca343c20e
1082521	神之子	暗影骑士手套	clien/Data/Character/Glove/01082521.img	5f9b88784fee7eb169734da9c23c6753735c10acc6c7668d812299b3fc5bc196	gms-server/wz/Character.wz/Glove/01082521.img.xml	bc1b0f333fe6f65736869111ef9940211c760c25f76113c9e81439d03c4d2779
1082522	神之子	金标骑士手套	clien/Data/Character/Glove/01082522.img	f210de3445fa866e47664db64e4d7fa2456ec63690cf407dd4b4dc3935d9c931	gms-server/wz/Character.wz/Glove/01082522.img.xml	48b12f753b7797d37b6d3798a5a25c3ebfa0378dd8aca200860e3f4db0ba0341
1082535	神之子	圣翼骑士手套	clien/Data/Character/Glove/01082535.img	1d71b86ef704b463664b1a8a61dde8d5235519763a25de01a409d81a29cd5b9c	gms-server/wz/Character.wz/Glove/01082535.img.xml	a3e704b766c806870c23c83f4075f18ec4e8f0455e56cd9b8ff918fa767302fa
1099000	恶魔系	忍耐军团盾	clien/Data/Character/Shield/01099000.img	38073e204dade6486747040b52be0f90ced00d843fc264c37bb14d99b4b5e0b2	gms-server/wz/Character.wz/Shield/01099000.img.xml	68e137776a078d6c6a0d6dfa714e6002d7d0ec4ee35c54b00c1f8485c3f7a209
1099001	恶魔系	忍耐军团盾	clien/Data/Character/Shield/01099001.img	44166ac901352cd3e3ca58a98d8836a6a92fb8716ef25ebd8f4b342fe9799de4	gms-server/wz/Character.wz/Shield/01099001.img.xml	17b9be0debd80a6bff3a8c0efffe154837b0fd9ce8eb678beb405b8a8868484b
1099002	恶魔系	意志军团盾	clien/Data/Character/Shield/01099002.img	c8c84c6ede345792efceb45b36e20fd5b6ba4e0fbd18023cbfc9aab2ed73d1e8	gms-server/wz/Character.wz/Shield/01099002.img.xml	f210812936f70c95d0ec213c1d11687718813e92a10bb3566bb795d85317a66d
1099003	恶魔系	权能军团盾	clien/Data/Character/Shield/01099003.img	23e69a1697cb28a0ecf69f68838683b5ed375e1dbd20a453bf9c900db0ed33de	gms-server/wz/Character.wz/Shield/01099003.img.xml	61a39673f1f0f9610b4ba57bad10efd4a208e849071d02f223df39536285cdcd
1099004	恶魔系	极限军团盾	clien/Data/Character/Shield/01099004.img	69197d89868c24949d6656f0f61b81b0d97fb49229f8632a8acfcdebdea80d50	gms-server/wz/Character.wz/Shield/01099004.img.xml	8035b740b52943f8b8095532cbc9e2b265a6587c8595fa99fe7eccc5df63edfa
1099005	恶魔系	雷缇娜意志精气盾	clien/Data/Character/Shield/01099005.img	4471ac348f23d95c3f1587b69987b695de4aff5eeb9ff9497dd2092c03c9fc65	gms-server/wz/Character.wz/Shield/01099005.img.xml	22f7c77706d10d0650861b932c0d497a2b675965bc31621e09d324ac8f0acca0
1099006	恶魔系	忍耐军团盾	clien/Data/Character/Shield/01099006.img	f351c7bb6fa58420f52c0b8e29213a93eb2aafe3e3c3401682e3574f7d1a323a	gms-server/wz/Character.wz/Shield/01099006.img.xml	e3cce1096d84cd8e380b07f47fd9de781c3e938fca2a5826febf37208a5a4853
1099007	恶魔系	意志军团盾	clien/Data/Character/Shield/01099007.img	efa6c7f03fcb2dd946e8f7371a3b5b1dbaa63a59907f1556ed24e35a6b1e4552	gms-server/wz/Character.wz/Shield/01099007.img.xml	b1eac4a3cabe36a0a9b9abeda6dac8871c7a7bfb3c07b5430b2cab0f124f2c5e
1099008	恶魔系	权能军团盾	clien/Data/Character/Shield/01099008.img	8922acec850be5c74eb8a53fffdfa791300e563fad558381bcdd43d622320ffb	gms-server/wz/Character.wz/Shield/01099008.img.xml	d6d55ad0211b90ffca0b0c3b85145fb66356a78e32d0d601865f846bf3baf992
1099009	恶魔系	极限军团盾	clien/Data/Character/Shield/01099009.img	cca8774d6f3d0d90001cff92485035e68761ac56a4fb93adbc09354a6ad2d34c	gms-server/wz/Character.wz/Shield/01099009.img.xml	89eb175dbc8413642b670d753d082bd82a5b6e9854f9a010a49d8af6c3394ad4
1099010	恶魔系	黑色军团盾	clien/Data/Character/Shield/01099010.img	ceb1c0db81e93d5ce43bec175247051bfcf79cda7d9c4c492c820a30349bd175	gms-server/wz/Character.wz/Shield/01099010.img.xml	ac239c50087a3b02b9f8902a429766b99b1ba8fd70e3e46b5d249e2148fd225a
1099011	恶魔系	银河之咒盾	clien/Data/Character/Shield/01099011.img	40c3646f307caa7b2c94c204b67f2f6b463f4db654f300195bb5be8dde86f8bf	gms-server/wz/Character.wz/Shield/01099011.img.xml	900165f54967f8c2fb820b3c756af5769657fd420548c5342b79153483bf389e
1099012	恶魔系	银河之盾	clien/Data/Character/Shield/01099012.img	2b3b72221e78d162e5197358a2c52d76dbbf6dc94f9c89ce781c0e7c932f49e9	gms-server/wz/Character.wz/Shield/01099012.img.xml	42b40ded7033c5b73e0d54583432b152f9e0b0c512598a75257fd4a4238746bf
1099013	恶魔系	黑色军团盾	clien/Data/Character/Shield/01099013.img	b42cbaa7b04695d48c951c6203c514f7c7778c3c677acaad4b94bcf0e2eb2d4a	gms-server/wz/Character.wz/Shield/01099013.img.xml	72d236873ed20496e14dade01006f38a773acdf8192103e747a034dd670d913a
1099014	恶魔系	冒险岛寻宝精气之盾	clien/Data/Character/Shield/01099014.img	9a34641fa113d537ab5a99fdd488dad97fd80c5f48841a18d75faebfc53369c4	gms-server/wz/Character.wz/Shield/01099014.img.xml	88235b7354e0bfec92d16dd89360d928dc6ac33727f1451f78cc3040669d6987
1099015	恶魔系	毁灭军团盾	clien/Data/Character/Shield/01099015.img	14c9fd0d24719e2f9b516c87fa30ad78515e922dc0869e691e0f7e109982b98f	gms-server/wz/Character.wz/Shield/01099015.img.xml	3ddbbdd075be3773fc0a2605c54ceefe14e8a98b27b0fcbd19e5f63bcbb2e850
1099016	恶魔系	進化極限的力量盾牌	clien/Data/Character/Shield/01099016.img	c421d0293d594143d86ef97253678a407c736e73634078c4b836b5d80020219e	gms-server/wz/Character.wz/Shield/01099016.img.xml	fdf8b2a560298ea357e655a222139b095c6127a2531a6d68612047fa203c23b3
1099017	恶魔系	進化極限的力量盾牌	clien/Data/Character/Shield/01099017.img	c24624dedee1aae6bb0216c6489e9e7b0507ac1c08951db442f2b45906319290	gms-server/wz/Character.wz/Shield/01099017.img.xml	1936a15bd3fef78361eac26d6a90e7dbaefb0137330722695f964487629764c8
1102552	神之子	暗影骑士披风	clien/Data/Character/Cape/01102552.img	c2c2c2e80da3d1fd195815c0a3f574a2af9c44280e842e2b0e66ae4dde23f3e1	gms-server/wz/Character.wz/Cape/01102552.img.xml	614c4c1bfe6a9767d7aff798f1efdc24989102a3261c5fbd8a95f2040df72b9e
1102553	神之子	金标骑士披风	clien/Data/Character/Cape/01102553.img	71068f8ba5bff0ed953cf693399878e33ae392b4d0af65a618f82a74732bf2cf	gms-server/wz/Character.wz/Cape/01102553.img.xml	dc39e629949e84989f7d2158234f3460c73667bed5d1db7d39f84b3ac09f4fa7
1102594	神之子	圣翼骑士披风	clien/Data/Character/Cape/01102594.img	1eacce04f2a3119aca806a57f792e9d1adbe54c2e936ba3c0caf8e93c072af0c	gms-server/wz/Character.wz/Cape/01102594.img.xml	8d8367fa6d4b8af85e9e4402081f3e8e789e5bdd5b4ea70bf9c2219102110c64
1113095	隐月	遗忘英雄之戒	clien/Data/Character/Ring/01113095.img	cecb26d58fe620e8e3be4033737fdedf881a9bc4c03b3558b87b1bdcf93e28e2	gms-server/wz/Character.wz/Ring/01113095.img.xml	df11eea0ecbf8321872651c162fb5a95d3c72e69e767bfdf93be28be7978b52c
1113180	剑豪	晓月之印	clien/Data/Character/Ring/01113180.img	034d9e2b632b6cd52833ad624941f0a16979ce5046bae7fd33164ebe7a777179	gms-server/wz/Character.wz/Ring/01113180.img.xml	9ecc6bd7f7aaa1c9c40b3c8377263c59f7a31b984669eeb96bdfe34ce2ac95af
1113181	阴阳师	阴阳合一	clien/Data/Character/Ring/01113181.img	2553e90c96dcbea0a27e4a3bf44ec82ff494f70570c3aa2a10c11b2c22dda09a	gms-server/wz/Character.wz/Ring/01113181.img.xml	6db28e751da3dd7d00a6abbb9b28fcee02b791c4d87250606432dd1fc9a22072
1132231	神之子	暗影骑士腰带	clien/Data/Character/Accessory/01132231.img	4d36708dd75dbe7ee9bbe97514aaa65bc057ee8b48accd26fd15a9d8c70fd3e8	gms-server/wz/Character.wz/Accessory/01132231.img.xml	7427a346312932a4f678384a66aa5126d8f5319fab05a537af101e3459d555b6
1132232	神之子	圣翼骑士腰带	clien/Data/Character/Accessory/01132232.img	1dbf11c9b81d2bc1317153834847a8881833f69cf3c5a09655f2a3440a52e5e4	gms-server/wz/Character.wz/Accessory/01132232.img.xml	ff3599fe248225001ebe4005935446833120d5a1c4083122f10e490bbacc5d47
1132233	神之子	金标骑士腰带	clien/Data/Character/Accessory/01132233.img	0d725513a0a4c6365c01fc2a4fa063e895fb5a2f79c876924ddf56e9b5729942	gms-server/wz/Character.wz/Accessory/01132233.img.xml	83fb72a9087e3d5c4fd7f0949d0bc7559eec7aa634762d55df7e4c59195ab73a
1152137	神之子	暗影騎士護肩	clien/Data/Character/Accessory/01152137.img	49407d70e7c25bc91df077c5cdf53641ad4041a630b42b4d365cc2acecf5a884	gms-server/wz/Character.wz/Accessory/01152137.img.xml	dba54790dc21acedcc2463c8f2ce8aaba42c9c02ace59004fb9d980bae26dc78
1152138	神之子	聖翼騎士護肩	clien/Data/Character/Accessory/01152138.img	0f91e8f00a140f6b43baf7ad6f847154cf693dbdd92fefbb30acde3ba026ec6b	gms-server/wz/Character.wz/Accessory/01152138.img.xml	f83e5b4479de6a6cc6fb6a06b6e89f68802afb679d3fc8c1e53324c0d5a77c72
1152139	神之子	金牌騎士肩膀	clien/Data/Character/Accessory/01152139.img	342ec4953a2c30d8f5edbad7e5e94a17708bb13450bfff40dff04a368360e9c6	gms-server/wz/Character.wz/Accessory/01152139.img.xml	972e1857d47c6c29bc1d0759bbff304c3c4867eafc50798077c3679a732b87d5
1190000	凯撒	小型龍徽章	clien/Data/Character/Accessory/01190000.img	90ba05d10a4f8f558f329bbe0f56c8d074f9bd447dd4c26b1c37df869ae525e4	gms-server/wz/Character.wz/Accessory/01190000.img.xml	0541b244620b486d566dd5848f0b657c0ca058acd0f3f38bbb4f1db3bca3dee9
1190001	凯撒	龍徽章	clien/Data/Character/Accessory/01190001.img	f0a7d00a99da3127cc8063cf53fb1aff7015f1b8c931246c2a9bdc94b3009f5e	gms-server/wz/Character.wz/Accessory/01190001.img.xml	b07d10ed3f271d08903872e479b9af95ced7a6a31763c4ffe7ff75cc9f1322c3
1190100	天使破坏者	小型天使徽章	clien/Data/Character/Accessory/01190100.img	a43dd0475133e4f7cf2a42ba87847bf409712b4cd49cd92125af1fe7ec1c9449	gms-server/wz/Character.wz/Accessory/01190100.img.xml	59cb1c68ec907563389c9cf56997d2c22fb5e8b7d8a2cba388152b2f306e11d0
1190101	天使破坏者	天使M勳章	clien/Data/Character/Accessory/01190101.img	b3f86f871fee14d8edf8ff802e2e02bc48e1b198287acbb3d3c902572691187e	gms-server/wz/Character.wz/Accessory/01190101.img.xml	0d045ac025baea0c5b5563853b3e95f4026d27a90517cc7f847d4962a89a9e05
1190200	尖兵	銀製混合之心	clien/Data/Character/Accessory/01190200.img	c58a44079e0394e5136b9897cda619ac9f42f4b54e99851552767a6678484103	gms-server/wz/Character.wz/Accessory/01190200.img.xml	a663961329910788f963b6c52cec0fe4ba5420b36ac3da60e76adffe853e9a1a
1190201	尖兵	混合之心	clien/Data/Character/Accessory/01190201.img	361972b18430fdf0d220f4c42b63f3778dacf5dd16d6abb77092639dea3e0540	gms-server/wz/Character.wz/Accessory/01190201.img.xml	ed4f3ebe43969cac0f1383f53f09246d0662254de8542b84358e178cdcd26ab0
1352000	精灵游侠	魔法箭	clien/Data/Character/Weapon/01352000.img	d2290c0fed5194739d7871d6b567df9a8f7e46576d1c7ab2bd18377f89369af6	gms-server/wz/Character.wz/Weapon/01352000.img.xml	49d85e780a63925ece371c2c2cfff9448f063b2ad3d0bff046bd286621f3bdff
1352001	精灵游侠	鋒利的魔法箭	clien/Data/Character/Weapon/01352001.img	39e8e5dd86047668c29bed79791fba4ea045bab9de7b780abf5efe9430bb3d56	gms-server/wz/Character.wz/Weapon/01352001.img.xml	003e102dfedb7bf8cea6f5c692754142bb4efdc275ec3fbd207e7d6fa4874461
1352002	精灵游侠	永遠的魔法箭	clien/Data/Character/Weapon/01352002.img	ca3caa974c2a4bc4b1cf93b1bf736d7117bf6b3bf1e908898c87698f8b3257c3	gms-server/wz/Character.wz/Weapon/01352002.img.xml	e20ea1c8e896f5b5b6e3b3f6a5312be7b1380da313b048ea1fb4fb3b7c65230d
1352003	精灵游侠	無限的魔法箭	clien/Data/Character/Weapon/01352003.img	958e3b703b632f82bbf18ae96c0d04985aa8027f3de6d6ef9bb6cf409f4726c2	gms-server/wz/Character.wz/Weapon/01352003.img.xml	b610729ab8318076ecfa99b5da5b91813ccdc7bc5d1cbd568c7b25cad73b8441
1352004	精灵游侠	魔法箭	clien/Data/Character/Weapon/01352004.img	4a2c403a154132a111548241e180459222d0cd62658daeb2dca0da9cee916d1d	gms-server/wz/Character.wz/Weapon/01352004.img.xml	55514e1ef5545b117287d8ea40f93d94a1e4d427c50a01266ca41d2c1043aafe
